,club,clubId,dayNightTwilight,driversAvailableTime,featureRaceText,meetingClass,meetingCode,meetingStage,meetingStatus,numberOfRaces,scheduledDate,state,tab,track,trackId,trials,ageRestriction,ageSexDescription,alsoEligible,barrierDrawType,claim,claimRestrictionText,discretionaryHandicap,distance,fieldSize,gaitRace,leadTime,marginFirstToSecond,marginSecondToThird,mileRate,monte,raceName,nameShort,notes,overallTime,plannedStartTimestamp,prizemoneyPositions,quarter1,quarter2,quarter3,quarter4,raceClass,raceClassRestriction,raceCode,raceNumber,raceStatus,stakes,startType,trackCondition,age,barrier,beatenMargin,breeder,breederId,broodmareSireId,broodmareSireName,claimingPrice,colour,damId,damName,deadHeatFlag,driverConcessionFlag,driverDOB,driverGender,driverId,driverName,gaitHorse,handicap,horseFoalDate,horseId,horseMileRate,horseOverallTime,lateScratchingFlag,horseName,owner,ownerId,pastThePostPlacing,place,prizemoney,saddlecloth,scratchingFlag,sex,sireId,sireName,startingPriceTote,stewardsCommentsLong,stewardsCommentsShort,trainerDOB,trainerGender,trainerId,trainerName,trainerTitle,trotterInPacersRace,bsp,preplay_last_price_taken,long_stew_unclustered_features,long_stew_clustered_features,has_pir_data,bell_pir,used_sprint_lane,bell_pir_str,was_good_draw,was_bad_draw,bell_pir_list,front_row_binary,numraces_since_known_driver_change,numraces_pair_prior
1089126,Redcliffe,851869BD405536D1E055005E00000019,N,2018-08-13 23:00:00+00:00,,C-CLASS,RE150818,RESULTS,PLANNED,8.0,2018-08-15,QLD,True,redcliffe,851869C7F28736D1E055005E00000019,False,,,,PBD/$L3,False,,False,2040.0,10.0,PACERS,32.6,HFHD,1.1,2:01.7,False,DARREN EBERT & CO PACE,DARREN EBERT & CO PACE,"DC. MC. Restricted to horses that have not won a race with a total stake more than $5,000 at Albion Park, Menangle or Melton at their last 4 starts.",2:34.3,2018-08-15 08:20:00+00:00,"[{'place': '1', 'placeAmount': 2502}, {'place': '2', 'placeAmount': 747}, {'place': '3', 'placeAmount': 396}, {'place': '4', 'placeAmount': 279}, {'place': '5', 'placeAmount': 201}, {'place': '6', 'placeAmount': 95}, {'place': '7', 'placeAmount': 95}, {'place': '8', 'placeAmount': 95}, {'place': '9', 'placeAmount': 95}, {'place': '10', 'placeAmount': 95}]",31.7,30.8,28.9,30.3,C-CLASS,C1 Only. ,REC15081803,2.0,Accepted,4600.0,MS,GOOD,11.0,Fr3,12.1,R G (Rodney) Dickson,851869C0714436D1E055005E00000019,851869C2B6DA36D1E055005E00000019,CAMTASTIC USA,,BAY,851869C6374036D1E055005E00000019,MISS SIRRAH (NZ),False,,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,PACER,FT,2006-10-17 00:00:00+00:00,851869C7197236D1E055005E00000019,2:02.449,2:35.220,False,weasel,J F (John) Kerr,851869BD217D36D1E055005E00000019,9,9,95.0,3.0,False,GELDING,851869C33A8B36D1E055005E00000019,MACH THREE CA,104.2,"gate speed, Outside leader, death seat at bell",GS OL 2,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,Mr,False,150.17,150.17,gate_speed|outside_leader|death_seat_at_bell,showed_early_speed|bell_and_800_and_outside_leader,0,['2'],0,['2'],1,0,['2'],1,20,120
1086226,Redcliffe,851869BD405536D1E055005E00000019,N,2018-08-20 23:00:00+00:00,,C-CLASS,RE220818,RESULTS,PLANNED,9.0,2018-08-22,QLD,True,redcliffe,851869C7F28736D1E055005E00000019,False,,,,PBD/R,False,,False,2040.0,10.0,PACERS,31.0,4.0,3.6,2:01.0,False,GARRARDS HORSE & HOUND CONDITIONED PACE,GARRARDS HORSE & HOUND PCE,"DC. MC. For horses that have not won more than $2,000 at their last 3 starts. For horses prepared by trainers that have not trained or driven a winner of more than 6 races with a value of more than $5,999 in the last two years. To be eligible horses must be trained by a Queensland licensed trainer and have been in the trainers stable for at least 30 days as evidenced by current stable return. Racing Queensland (RQ) will be the sole judge to determine eligibility. RQ reserve the right to omit any horse from the nominations should it be deemed a trainer may be taking an unfair advantage of the conditions.",2:33.4,2018-08-22 09:20:00+00:00,"[{'place': '1', 'placeAmount': 1620}, {'place': '2', 'placeAmount': 495}, {'place': '3', 'placeAmount': 270}, {'place': '4', 'placeAmount': 195}, {'place': '5', 'placeAmount': 145}, {'place': '6', 'placeAmount': 95}, {'place': '7', 'placeAmount': 95}, {'place': '8', 'placeAmount': 95}, {'place': '9', 'placeAmount': 95}, {'place': '10', 'placeAmount': 95}]",30.9,31.1,30.0,30.4,B-CLASS,R2 To R3. ,REC22081807,4.0,Accepted,3200.0,MS,GOOD,11.0,Sr2,15.0,R G (Rodney) Dickson,851869C0714436D1E055005E00000019,851869C2B6DA36D1E055005E00000019,CAMTASTIC USA,,BAY,851869C6374036D1E055005E00000019,MISS SIRRAH (NZ),False,,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,PACER,FT,2006-10-17 00:00:00+00:00,851869C7197236D1E055005E00000019,2:01.926,2:34.557,False,weasel,J F (John) Kerr,851869BD217D36D1E055005E00000019,8,8,95.0,8.0,False,GELDING,851869C33A8B36D1E055005E00000019,MACH THREE CA,41.6,"3 wide middle stages, Outside leader, death seat at bell",3WM OL 2,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,Mr,False,35.52,35.52,3_wide_middle|outside_leader|death_seat_at_bell,bell_and_800_and_outside_leader|bell_and_800_and_3_wide_and_2_or_3_back,0,['2'],0,['2'],0,1,['2'],1,21,121
1083393,Redcliffe,851869BD405536D1E055005E00000019,N,2018-08-27 23:00:00+00:00,,C-CLASS,RE290818,RESULTS,PLANNED,10.0,2018-08-29,QLD,True,redcliffe,851869C7F28736D1E055005E00000019,False,,,,PBD/R,False,,False,1780.0,10.0,PACERS,11.8,3.7,NK,1:59.9,False,CONGRATULATIONS NATHAN DAWSON - 200 WINNERS PACE,NATHAN DAWSON PACE,"DC. MC. Horses that have not won a race with a total stake more than $3,500 at their last 6 starts. Race field selected in Lowest to Highest point score order.",2:12.6,2018-08-29 10:20:00+00:00,"[{'place': '1', 'placeAmount': 1630}, {'place': '2', 'placeAmount': 505}, {'place': '3', 'placeAmount': 280}, {'place': '4', 'placeAmount': 205}, {'place': '5', 'placeAmount': 155}, {'place': '6', 'placeAmount': 105}, {'place': '7', 'placeAmount': 105}, {'place': '8', 'placeAmount': 105}, {'place': '9', 'placeAmount': 105}, {'place': '10', 'placeAmount': 105}]",30.0,31.1,28.8,30.9,B-CLASS,R1 To R2. ,REC29081807,7.0,Accepted,3300.0,MS,GOOD,11.0,Fr5,27.0,R G (Rodney) Dickson,851869C0714436D1E055005E00000019,851869C2B6DA36D1E055005E00000019,CAMTASTIC USA,,BAY,851869C6374036D1E055005E00000019,MISS SIRRAH (NZ),False,,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,PACER,FT,2006-10-17 00:00:00+00:00,851869C7197236D1E055005E00000019,2:01.688,2:14.596,False,weasel,J F (John) Kerr,851869BD217D36D1E055005E00000019,10,10,105.0,5.0,False,GELDING,851869C33A8B36D1E055005E00000019,MACH THREE CA,59.3,"restrained at start, broke after start, out of draw in mobile starts, 1 out 4 back at bell",RAS BAS ODM 10,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,Mr,False,427.94,427.94,broke|broke_after_start|1_out_4_back_at_bell|out_of_draw_in_mobile_starts|restrained_at_start,broke_at_start|slow_start_restrained|draw_restrictions|broke_or_galloped_not_at_start|bell_and_800_and_one_out_and_greater_than_3_back,0,['10'],0,['10'],0,1,['10'],0,22,122
1080569,Redcliffe,851869BD405536D1E055005E00000019,D,2018-09-04 23:00:00+00:00,,C-CLASS,RE060918,RESULTS,PLANNED,8.0,2018-09-06,QLD,True,redcliffe,851869C7F28736D1E055005E00000019,False,,,,PBD POINTS,False,,False,1780.0,10.0,PACERS,11.9,8.7,15.9,1:58.5,False,GARRARDS HORSE & HOUND PACE,GARRARDS HORSE & HOUND,"NDC. NMC. Horses that have not won a race with a total stake more than $3,500 at their last 6 starts. Race field selected in Lowest to Highest point score order. QBRED Cash Bonus race.",2:11.0,2018-09-06 08:21:00+00:00,"[{'place': '1', 'placeAmount': 1630}, {'place': '2', 'placeAmount': 505}, {'place': '3', 'placeAmount': 280}, {'place': '4', 'placeAmount': 205}, {'place': '5', 'placeAmount': 155}, {'place': '6', 'placeAmount': 105}, {'place': '7', 'placeAmount': 105}, {'place': '8', 'placeAmount': 105}, {'place': '9', 'placeAmount': 105}, {'place': '10', 'placeAmount': 105}]",29.9,30.1,29.4,29.7,B-CLASS,R1 To R2. ,REC06091809,8.0,Accepted,3300.0,MS,GOOD,12.0,Fr5,25.7,R G (Rodney) Dickson,851869C0714436D1E055005E00000019,851869C2B6DA36D1E055005E00000019,CAMTASTIC USA,,BAY,851869C6374036D1E055005E00000019,MISS SIRRAH (NZ),False,,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,PACER,FT,2006-10-17 00:00:00+00:00,851869C7197236D1E055005E00000019,2:00.187,2:12.935,False,weasel,J F (John) Kerr,851869BD217D36D1E055005E00000019,5,5,155.0,5.0,False,GELDING,851869C33A8B36D1E055005E00000019,MACH THREE CA,51.0,"caught wide early, restrained to rear, 1 out 5 back at bell",CWE RTR 12,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,Mr,False,232.58,232.58,caught_wide_early|restrained_to_rear|1_out_5_back_at_bell,slow_start_restrained|greater_than_2_wide_early|bell_and_800_and_one_out_and_greater_than_3_back,0,['12'],0,['12'],0,1,['12'],0,23,123
1078246,Redcliffe,851869BD405536D1E055005E00000019,D,2018-09-11 23:00:00+00:00,,C-CLASS,RE130918,RESULTS,PLANNED,8.0,2018-09-13,QLD,True,redcliffe,851869C7F28736D1E055005E00000019,False,,,,PBD/LTW,False,,False,1780.0,10.0,PACERS,12.0,2.5,2.4,1:59.4,False,COMFORT INN NORTHGATE PACE,COMFORT INN NORTHGATE PACE,DC. MC. Horses that have not won more than $750 at their last 3 starts.,2:12.1,2018-09-13 05:47:00+00:00,"[{'place': '1', 'placeAmount': 2512}, {'place': '2', 'placeAmount': 757}, {'place': '3', 'placeAmount': 406}, {'place': '4', 'placeAmount': 289}, {'place': '5', 'placeAmount': 211}, {'place': '6', 'placeAmount': 105}, {'place': '7', 'placeAmount': 105}, {'place': '8', 'placeAmount': 105}, {'place': '9', 'placeAmount': 105}, {'place': '10', 'placeAmount': 105}]",28.7,31.6,29.7,30.1,C-CLASS,C1 Only. ,REC13091804,4.0,Accepted,4700.0,MS,GOOD,12.0,Sr4,18.2,R G (Rodney) Dickson,851869C0714436D1E055005E00000019,851869C2B6DA36D1E055005E00000019,CAMTASTIC USA,,BAY,851869C6374036D1E055005E00000019,MISS SIRRAH (NZ),False,,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,PACER,FT,2006-10-17 00:00:00+00:00,851869C7197236D1E055005E00000019,2:00.660,2:13.459,False,weasel,J F (John) Kerr,851869BD217D36D1E055005E00000019,8,8,105.0,10.0,False,GELDING,851869C33A8B36D1E055005E00000019,MACH THREE CA,81.0,"1 out 5 back at bell, back in mobile draw",12 BMD,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,Mr,False,107.12,107.12,back_in_mobile_draw|1_out_5_back_at_bell,draw_restrictions|bell_and_800_and_one_out_and_greater_than_3_back,0,['12'],0,['12'],0,1,['12'],0,24,124
1076113,Redcliffe,851869BD405536D1E055005E00000019,N,2018-09-17 23:00:00+00:00,,C-CLASS,RE190918,RESULTS,PLANNED,8.0,2018-09-19,QLD,True,redcliffe,851869C7F28736D1E055005E00000019,False,,,,RBD,False,,False,1780.0,9.0,PACERS,11.9,HFHD,2.8,2:01.0,False,REDCLIFFE LEAGUES CLUB PACE,REDCLIFFE LEAGUES CLUB PAC,"NDC. NMC. Horses that have not won a race with a total stake more than $3,500 at their last 6 starts. Race field selected in Lowest to Highest point score order. QBRED Cash Bonus race.",2:13.9,2018-09-19 09:23:00+00:00,"[{'place': '1', 'placeAmount': 1630}, {'place': '2', 'placeAmount': 505}, {'place': '3', 'placeAmount': 280}, {'place': '4', 'placeAmount': 205}, {'place': '5', 'placeAmount': 155}, {'place': '6', 'placeAmount': 105}, {'place': '7', 'placeAmount': 105}, {'place': '8', 'placeAmount': 105}, {'place': '9', 'placeAmount': 105}, {'place': '10', 'placeAmount': 105}]",29.8,32.1,29.3,30.8,B-CLASS,R1 Only. ,REC19091808,5.0,Accepted,3300.0,MS,GOOD,12.0,Sr3,,R G (Rodney) Dickson,851869C0714436D1E055005E00000019,851869C2B6DA36D1E055005E00000019,CAMTASTIC USA,,BAY,851869C6374036D1E055005E00000019,MISS SIRRAH (NZ),False,,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,PACER,FT,2006-10-17 00:00:00+00:00,851869C7197236D1E055005E00000019,2:01.015,2:13.851,False,weasel,J F (John) Kerr,851869BD217D36D1E055005E00000019,1,1,1630.0,10.0,False,GELDING,851869C33A8B36D1E055005E00000019,MACH THREE CA,12.0,"3 wide late, 1st horse 3 wide at bell, swabbed",3WL W1 SWAB,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,Mr,False,14.25,14.25,swabbed|3_wide_late|1st_horse_3_wide_at_bell,bell_and_800_and_3_wide_and_outside_leader|400_neutral,0,['1'],0,[],0,1,['1'],1,25,125
1074573,Redcliffe,851869BD405536D1E055005E00000019,T,2018-09-19 23:00:00+00:00,,C-CLASS,RE230918,RESULTS,PLANNED,7.0,2018-09-23,QLD,True,redcliffe,851869C7F28736D1E055005E00000019,False,,,,PBD/R/$L3,False,,False,1780.0,8.0,PACERS,11.7,1.2,3.5,2:00.7,False,DARREN & BEC EBERT PACE,DARREN & BEC EBERT PACE,"NDC. NMC. No better than C1. For horses that have not won more than $2,000 at their last 3 starts. For horses prepared by trainers that have not trained or driven a winner of more than 6 races with a value of more than $5,999 in the last two years. To be eligible horses must be trained by a Queensland licensed trainer and have been in the trainers stable for at least 30 days as evidenced by current stable return. Racing Queensland (RQ) will be the sole judge to determine eligibility. RQ reserve the right to omit any horse from the nominations should it be deemed a trainer may be taking an unfair advantage of the conditions. QBRED Cash Bonus race.",2:13.5,2018-09-23 09:41:00+00:00,"[{'place': '1', 'placeAmount': 1630}, {'place': '2', 'placeAmount': 505}, {'place': '3', 'placeAmount': 280}, {'place': '4', 'placeAmount': 205}, {'place': '5', 'placeAmount': 155}, {'place': '6', 'placeAmount': 105}, {'place': '7', 'placeAmount': 105}, {'place': '8', 'placeAmount': 105}, {'place': '9', 'placeAmount': 105}, {'place': '10', 'placeAmount': 105}]",31.0,30.7,29.7,30.4,B-CLASS,R0 Or Better. ,REC26091811,4.0,Accepted,3300.0,MS,GOOD,12.0,Sr1,4.7,R G (Rodney) Dickson,851869C0714436D1E055005E00000019,851869C2B6DA36D1E055005E00000019,CAMTASTIC USA,,BAY,851869C6374036D1E055005E00000019,MISS SIRRAH (NZ),False,,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,PACER,FT,2006-10-17 00:00:00+00:00,851869C7197236D1E055005E00000019,2:00.975,2:13.807,False,weasel,J F (John) Kerr,851869BD217D36D1E055005E00000019,3,3,280.0,7.0,False,GELDING,851869C33A8B36D1E055005E00000019,MACH THREE CA,5.5,"pulled hard, 3rd fence at bell",PH 5,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,Mr,False,6.2,6.2,led|pulled_hard|3rd_fence_at_bell,up_close_early|bell_and_800_fence_behind_leader,0,['5'],0,['5'],0,1,['5'],0,26,126
1068870,Redcliffe,851869BD405536D1E055005E00000019,N,2018-10-08 23:00:00+00:00,,C-CLASS,RE101018,RESULTS,PLANNED,8.0,2018-10-10,QLD,True,redcliffe,851869C7F28736D1E055005E00000019,False,,,,PBD/$L3,False,,False,1780.0,9.0,PACERS,11.9,HFHD,NK,1:59.9,False,COMFORT INN NORTHGATE PACE,COMFORT INN NORTHGATE,"NDC. NMC. Restricted to horses that have not won a race with a total stake more than $5,000 at Albion Park, Menangle or Melton at their last 4 starts.",2:12.6,2018-10-10 08:20:00+00:00,"[{'place': '1', 'placeAmount': 2512}, {'place': '2', 'placeAmount': 757}, {'place': '3', 'placeAmount': 406}, {'place': '4', 'placeAmount': 289}, {'place': '5', 'placeAmount': 211}, {'place': '6', 'placeAmount': 105}, {'place': '7', 'placeAmount': 105}, {'place': '8', 'placeAmount': 105}, {'place': '9', 'placeAmount': 105}, {'place': '10', 'placeAmount': 105}]",29.5,30.0,28.7,32.5,C-CLASS,C1 Only. ,REC10101804,3.0,Accepted,4700.0,MS,GOOD,12.0,Fr5,27.2,R G (Rodney) Dickson,851869C0714436D1E055005E00000019,851869C2B6DA36D1E055005E00000019,CAMTASTIC USA,,BAY,851869C6374036D1E055005E00000019,MISS SIRRAH (NZ),False,,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,PACER,FT,2006-10-17 00:00:00+00:00,851869C7197236D1E055005E00000019,2:01.691,2:14.599,False,weasel,J F (John) Kerr,851869BD217D36D1E055005E00000019,7,7,105.0,5.0,False,GELDING,851869C33A8B36D1E055005E00000019,MACH THREE CA,31.0,"caught wide, 1st horse 3 wide at bell",CW W1,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,Mr,False,40.0,40.0,1st_horse_3_wide_at_bell,bell_and_800_and_3_wide_and_outside_leader,0,['1'],0,['1'],0,1,['1'],1,27,127
1066022,Redcliffe,851869BD405536D1E055005E00000019,N,2018-10-15 23:00:00+00:00,,C-CLASS,RE171018,RESULTS,PLANNED,7.0,2018-10-17,QLD,True,redcliffe,851869C7F28736D1E055005E00000019,False,,,,PBD/C,False,,False,2040.0,10.0,PACERS,32.3,NK,HD,2:01.2,False,STU VALENTINE FOR BLOODSTOCK INSURANCE PACE,STU VALENTINE BLOODSTOCK I,"NDC. NMC. Restricted to horses that have not won a race with a total stake more than $5,000 at Albion Park, Menangle or Melton at their last 4 starts.",2:33.7,2018-10-17 07:50:00+00:00,"[{'place': '1', 'placeAmount': 2512}, {'place': '2', 'placeAmount': 757}, {'place': '3', 'placeAmount': 406}, {'place': '4', 'placeAmount': 289}, {'place': '5', 'placeAmount': 211}, {'place': '6', 'placeAmount': 105}, {'place': '7', 'placeAmount': 105}, {'place': '8', 'placeAmount': 105}, {'place': '9', 'placeAmount': 105}, {'place': '10', 'placeAmount': 105}]",31.7,31.0,29.0,29.7,C-CLASS,C1 To C2. ,REC17101803,1.0,Accepted,4700.0,MS,GOOD,12.0,Fr3,0.9,R G (Rodney) Dickson,851869C0714436D1E055005E00000019,851869C2B6DA36D1E055005E00000019,CAMTASTIC USA,,BAY,851869C6374036D1E055005E00000019,MISS SIRRAH (NZ),False,,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,PACER,FT,2006-10-17 00:00:00+00:00,851869C7197236D1E055005E00000019,2:01.277,2:33.734,False,weasel,J F (John) Kerr,851869BD217D36D1E055005E00000019,2,2,757.0,3.0,False,GELDING,851869C33A8B36D1E055005E00000019,MACH THREE CA,23.0,"gate speed, led, leader at bell",GS L 1,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,Mr,False,79.8,79.8,gate_speed|led|leader_at_bell,showed_early_speed|up_close_early|bell_and_800_leader,0,['1'],0,['1'],1,0,['1'],1,28,128
1062678,Redcliffe,851869BD405536D1E055005E00000019,D,2018-10-24 23:00:00+00:00,,C-CLASS,RE261018,RESULTS,PLANNED,8.0,2018-10-26,QLD,True,redcliffe,851869C7F28736D1E055005E00000019,False,,,,PBD/C,False,,False,1780.0,10.0,PACERS,11.2,2.3,3.4,1:58.9,False,STU VALENTINE FOR BLOODSTOCK INSURANCE PACE,STU VALENTINE FOR BLOODSTO,NDC. NMC.,2:11.5,2018-10-26 05:13:00+00:00,"[{'place': '1', 'placeAmount': 3363}, {'place': '2', 'placeAmount': 1000}, {'place': '3', 'placeAmount': 527}, {'place': '4', 'placeAmount': 370}, {'place': '5', 'placeAmount': 265}, {'place': '6', 'placeAmount': 105}, {'place': '7', 'placeAmount': 105}, {'place': '8', 'placeAmount': 105}, {'place': '9', 'placeAmount': 105}, {'place': '10', 'placeAmount': 105}]",28.9,31.5,29.8,30.1,C-CLASS,C1 To C2. ,APC26101806,6.0,Accepted,6050.0,MS,GOOD,12.0,Fr2,13.6,R G (Rodney) Dickson,851869C0714436D1E055005E00000019,851869C2B6DA36D1E055005E00000019,CAMTASTIC USA,,BAY,851869C6374036D1E055005E00000019,MISS SIRRAH (NZ),False,,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,PACER,FT,2006-10-17 00:00:00+00:00,851869C7197236D1E055005E00000019,1:59.812,2:12.521,False,weasel,J F (John) Kerr,851869BD217D36D1E055005E00000019,7,7,105.0,2.0,False,GELDING,851869C33A8B36D1E055005E00000019,MACH THREE CA,61.0,1 out 2 back at bell,6,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,Mr,False,108.31,108.31,1_out_2_back_at_bell,bell_and_800_and_one_out_and_2_back,0,['6'],0,['6'],1,0,['6'],0,29,129
1060722,Redcliffe,851869BD405536D1E055005E00000019,N,2018-10-29 23:00:00+00:00,,C-CLASS,RE311018,RESULTS,PLANNED,9.0,2018-10-31,QLD,True,redcliffe,851869C7F28736D1E055005E00000019,False,,,,PBD/C/$L3,False,,False,2040.0,10.0,PACERS,31.0,4.8,SHFHD,2:00.7,False,CAMMIBEST STANDING @ BURWOOD STUDPACE,CAMMIBEST @ BURWOOD,"NDC. NMC. Restricted to horses that have not won a race with a total stake more than $5,000 at Albion Park, Menangle or Melton at their last 4 starts. QBRED Cash Bonus race.",2:33.0,2018-10-31 08:53:00+00:00,"[{'place': '1', 'placeAmount': 2512}, {'place': '2', 'placeAmount': 757}, {'place': '3', 'placeAmount': 406}, {'place': '4', 'placeAmount': 289}, {'place': '5', 'placeAmount': 211}, {'place': '6', 'placeAmount': 105}, {'place': '7', 'placeAmount': 105}, {'place': '8', 'placeAmount': 105}, {'place': '9', 'placeAmount': 105}, {'place': '10', 'placeAmount': 105}]",30.2,31.3,29.8,30.7,C-CLASS,C1 To C2. ,REC31101803,3.0,Accepted,4700.0,MS,GOOD,12.0,Fr2,16.1,R G (Rodney) Dickson,851869C0714436D1E055005E00000019,851869C2B6DA36D1E055005E00000019,CAMTASTIC USA,,BAY,851869C6374036D1E055005E00000019,MISS SIRRAH (NZ),False,,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,PACER,FT,2006-10-17 00:00:00+00:00,851869C7197236D1E055005E00000019,2:01.635,2:34.189,False,weasel,J F (John) Kerr,851869BD217D36D1E055005E00000019,9,9,105.0,2.0,False,GELDING,851869C33A8B36D1E055005E00000019,MACH THREE CA,18.0,"gate speed, Unsuccessful challenge for lead, Outside leader, death seat at bell",GS UCL OL 2,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,Mr,False,21.35,21.35,gate_speed|outside_leader|death_seat_at_bell,showed_early_speed|up_close_early|bell_and_800_and_outside_leader,0,['2'],0,['2'],1,0,['2'],1,30,130
1057809,Redcliffe,851869BD405536D1E055005E00000019,N,2018-11-06 23:00:00+00:00,,C-CLASS,RE081118,RESULTS,PLANNED,8.0,2018-11-08,QLD,True,redcliffe,851869C7F28736D1E055005E00000019,False,,,,PBD/C,False,,False,2040.0,9.0,PACERS,32.3,SHFHD,1.9,2:00.8,False,CAMMIBEST @ BURWOOD STUD PACE,CAMMIBEST @ BURWOOD STUD P,DC. MC.,2:33.2,2018-11-08 07:16:00+00:00,"[{'place': '1', 'placeAmount': 3363}, {'place': '2', 'placeAmount': 1000}, {'place': '3', 'placeAmount': 527}, {'place': '4', 'placeAmount': 370}, {'place': '5', 'placeAmount': 265}, {'place': '6', 'placeAmount': 105}, {'place': '7', 'placeAmount': 105}, {'place': '8', 'placeAmount': 105}, {'place': '9', 'placeAmount': 105}, {'place': '10', 'placeAmount': 105}]",31.6,31.1,29.0,29.2,C-CLASS,C1 To C2. ,REC09111804,2.0,Accepted,6050.0,MS,GOOD,12.0,Sr3,12.6,R G (Rodney) Dickson,851869C0714436D1E055005E00000019,851869C2B6DA36D1E055005E00000019,CAMTASTIC USA,,BAY,851869C6374036D1E055005E00000019,MISS SIRRAH (NZ),False,,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,PACER,FT,2006-10-17 00:00:00+00:00,851869C7197236D1E055005E00000019,2:01.572,2:34.108,False,weasel,J F (John) Kerr,851869BD217D36D1E055005E00000019,8,8,105.0,9.0,False,GELDING,851869C33A8B36D1E055005E00000019,MACH THREE CA,81.0,"out of position at start, inconvenienced, 1 out 2 back at bell, Driver suspended, out of position at start",OPS INC 6 D/S OPS,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,Mr,False,180.0,180.0,out_of_position_at_start|inconvenienced|1_out_2_back_at_bell,slow_start_own_fault|mildly_checked__or_poor_drive|bell_and_800_and_one_out_and_2_back,0,['6'],0,['6'],0,1,['6'],0,31,131
1049496,Redcliffe,851869BD405536D1E055005E00000019,N,2018-11-26 23:00:00+00:00,,C-CLASS,RE281118,RESULTS,PLANNED,8.0,2018-11-28,QLD,True,redcliffe,851869C7F28736D1E055005E00000019,False,,,,PBD POINTS,False,,False,1780.0,9.0,PACERS,12.2,2.7,3.2,2:01.0,False,NORTH LAKES SIGNS PACE,NORTH LAKES SIGNS PACE,"NDC. NMC.  Graduation Penalty event.  Restricted to horses that have not won a race with a total stake more than $5,000 at Albion Park, Menangle, Melton or Redcliffe at their last 4 starts.  QBRED Cash Bonus Race. Split & Barrier Draw on Field Selection Points. If multiple divisions Division 1 $5,000 (Career Penalty), Div 2 $4,000 (Graduation Penalty), Div 3 (if Req) $3,300 (Graduation Penalty).",2:13.9,2018-11-28 10:23:00+00:00,"[{'place': '1', 'placeAmount': 2071}, {'place': '2', 'placeAmount': 631}, {'place': '3', 'placeAmount': 343}, {'place': '4', 'placeAmount': 247}, {'place': '5', 'placeAmount': 183}, {'place': '6', 'placeAmount': 105}, {'place': '7', 'placeAmount': 105}, {'place': '8', 'placeAmount': 105}, {'place': '9', 'placeAmount': 105}, {'place': '10', 'placeAmount': 105}]",29.4,32.2,29.5,30.6,B-CLASS,C1 Only. ,REC28111809,7.0,Accepted,4000.0,MS,GOOD,12.0,Fr5,5.8,R G (Rodney) Dickson,851869C0714436D1E055005E00000019,851869C2B6DA36D1E055005E00000019,CAMTASTIC USA,,BAY,851869C6374036D1E055005E00000019,MISS SIRRAH (NZ),False,,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,PACER,FT,2006-10-17 00:00:00+00:00,851869C7197236D1E055005E00000019,2:01.409,2:14.287,False,weasel,J F (John) Kerr,851869BD217D36D1E055005E00000019,3,3,343.0,5.0,False,GELDING,851869C33A8B36D1E055005E00000019,MACH THREE CA,3.1,"3 wide early stages, worked forward, Outside leader, death seat at bell",3WE WF OL 2,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,Mr,False,3.89,3.89,worked_forward|3_wide_early|3_wide_early_stages|outside_leader|death_seat_at_bell,greater_than_2_wide_early|forward|bell_and_800_and_outside_leader,0,['2'],0,['2'],0,1,['2'],1,1,132
