,club,clubId,dayNightTwilight,driversAvailableTime,featureRaceText,meetingClass,meetingCode,meetingStage,meetingStatus,numberOfRaces,scheduledDate,state,tab,track,trackId,trials,ageRestriction,ageSexDescription,alsoEligible,barrierDrawType,claim,claimRestrictionText,discretionaryHandicap,distance,fieldSize,gaitRace,leadTime,marginFirstToSecond,marginSecondToThird,mileRate,monte,raceName,nameShort,notes,overallTime,plannedStartTimestamp,prizemoneyPositions,quarter1,quarter2,quarter3,quarter4,raceClass,raceClassRestriction,raceCode,raceNumber,raceStatus,stakes,startType,trackCondition,age,barrier,beatenMargin,breeder,breederId,broodmareSireId,broodmareSireName,claimingPrice,colour,damId,damName,deadHeatFlag,driverConcessionFlag,driverDOB,driverGender,driverId,driverName,gaitHorse,handicap,horseFoalDate,horseId,horseMileRate,horseOverallTime,lateScratchingFlag,horseName,owner,ownerId,pastThePostPlacing,place,prizemoney,saddlecloth,scratchingFlag,sex,sireId,sireName,startingPriceTote,stewardsCommentsLong,stewardsCommentsShort,trainerDOB,trainerGender,trainerId,trainerName,trainerTitle,trotterInPacersRace,bsp,preplay_last_price_taken,long_stew_unclustered_features,long_stew_clustered_features,has_pir_data,bell_pir,used_sprint_lane,bell_pir_str,was_good_draw,was_bad_draw,bell_pir_list,front_row_binary,numraces_since_known_driver_change,numraces_pair_prior
1590121,Redcliffe,851869BD405536D1E055005E00000019,D,2015-04-28 23:00:00+00:00,,C-CLASS,RE300415,RESULTS,PLANNED,10.0,2015-04-30,QLD,True,redcliffe,851869C7F28736D1E055005E00000019,False,,,,PBD/$L6,False,,False,2040.0,9.0,PACERS,30.6,17.9,3.0,2:01.2,False,MICHAEL MCINALLY PHOTOGRAPHY PACE,M MCINALLY PHOTOS PACE,"DC.  MC.  For horses that have not won more than $1,500 in their last 3 starts.",2:33.6,2015-04-30 05:20:00+00:00,"[{'place': '1', 'placeAmount': 1810}, {'place': '2', 'placeAmount': 540}, {'place': '3', 'placeAmount': 270}, {'place': '4', 'placeAmount': 81}, {'place': '5', 'placeAmount': 50}, {'place': '6', 'placeAmount': 50}, {'place': '7', 'placeAmount': 50}, {'place': '8', 'placeAmount': 50}, {'place': '9', 'placeAmount': 50}, {'place': '10', 'placeAmount': 50}]",31.3,31.5,29.9,30.3,C-CLASS,C2 To C3. ,REC30041505,5.0,Accepted,3001.0,MS,GOOD,8.0,Sr1,21.7,R G (Rodney) Dickson,851869C0714436D1E055005E00000019,851869C2B6DA36D1E055005E00000019,CAMTASTIC USA,,BAY,851869C6374036D1E055005E00000019,MISS SIRRAH (NZ),False,,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,PACER,FT,2006-10-17 00:00:00+00:00,851869C7197236D1E055005E00000019,2:02.442,2:35.212,False,weasel,J F (John) Kerr,851869BD217D36D1E055005E00000019,4,4,81.0,7.0,False,GELDING,851869C33A8B36D1E055005E00000019,MACH THREE CA,84.5,behind leader at bell,3,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,Mr,False,48.04,48.04,behind_leader_at_bell|leader_at_bell,bell_and_800_leader|bell_and_800_fence_behind_leader,0,['3'],0,['3'],0,1,['3'],1,1,16
1587235,Redcliffe,851869BD405536D1E055005E00000019,D,2015-05-05 23:00:00+00:00,,C-CLASS,RE070515,RESULTS,PLANNED,9.0,2015-05-07,QLD,True,redcliffe,851869C7F28736D1E055005E00000019,False,,,,PBD/C,False,,False,1780.0,7.0,PACERS,11.2,3.9,21.4,1:57.6,False,REDCLIFFE MEMBERS LOUNGE PACE,REDCLIFFE MEMBERS LOUNGE,"DC.  MC.  For horses that have not won more than $1,000 in their last 3 starts.",2:10.0,2015-05-07 03:38:00+00:00,"[{'place': '1', 'placeAmount': 1810}, {'place': '2', 'placeAmount': 540}, {'place': '3', 'placeAmount': 270}, {'place': '4', 'placeAmount': 81}, {'place': '5', 'placeAmount': 50}, {'place': '6', 'placeAmount': 50}, {'place': '7', 'placeAmount': 50}, {'place': '8', 'placeAmount': 50}, {'place': '9', 'placeAmount': 50}, {'place': '10', 'placeAmount': 50}]",28.9,30.1,29.1,30.7,C-CLASS,C3 To C4. ,REC07051504,1.0,Accepted,3001.0,MS,GOOD,8.0,Fr2,32.7,R G (Rodney) Dickson,851869C0714436D1E055005E00000019,851869C2B6DA36D1E055005E00000019,CAMTASTIC USA,,BAY,851869C6374036D1E055005E00000019,MISS SIRRAH (NZ),False,,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,PACER,FT,2006-10-17 00:00:00+00:00,851869C7197236D1E055005E00000019,1:59.775,2:12.480,False,weasel,J F (John) Kerr,851869BD217D36D1E055005E00000019,5,5,50.0,2.0,False,GELDING,851869C33A8B36D1E055005E00000019,MACH THREE CA,28.3,3rd fence at bell,5,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,Mr,False,28.3,28.3,3rd_fence_at_bell,bell_and_800_fence_behind_leader,0,['5'],0,['5'],1,0,['5'],0,2,17
1584098,Albion Park,851869BC7AFC36D1E055005E00000019,N,2015-05-13 23:00:00+00:00,Kevin & Kay Seymour Gold Rush T0/T3 Heats,C-CLASS,AP150515,RESULTS,PLANNED,10.0,2015-05-15,QLD,True,albion park,851869C7F1D036D1E055005E00000019,False,,,,PBD/C,False,,False,1660.0,12.0,PACERS,3.5,5.9,3.4,1:56.7,False,BURWOOD STUD PACE,BURWOOD STUD PACE,DC.  MC.,2:00.4,2015-05-15 09:24:00+00:00,"[{'place': '1', 'placeAmount': 3752}, {'place': '2', 'placeAmount': 1120}, {'place': '3', 'placeAmount': 560}, {'place': '4', 'placeAmount': 168}, {'place': '5', 'placeAmount': 50}, {'place': '6', 'placeAmount': 50}, {'place': '7', 'placeAmount': 50}, {'place': '8', 'placeAmount': 50}, {'place': '9', 'placeAmount': 50}, {'place': '10', 'placeAmount': 50}, {'place': '11', 'placeAmount': 50}, {'place': '12', 'placeAmount': 50}]",28.3,31.1,28.9,28.6,C-CLASS,C1 To C2. ,APC15051508,3.0,Accepted,6000.0,MS,GOOD,8.0,Sr5,26.5,R G (Rodney) Dickson,851869C0714436D1E055005E00000019,851869C2B6DA36D1E055005E00000019,CAMTASTIC USA,,BAY,851869C6374036D1E055005E00000019,MISS SIRRAH (NZ),False,,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,PACER,FT,2006-10-17 00:00:00+00:00,851869C7197236D1E055005E00000019,1:58.599,2:02.335,False,weasel,J F (John) Kerr,851869BD217D36D1E055005E00000019,12,12,50.0,12.0,False,GELDING,851869C33A8B36D1E055005E00000019,MACH THREE CA,115.1,1 out 4 back at bell,10 3WLC,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,Mr,False,287.7,287.7,1_out_4_back_at_bell,bell_and_800_and_one_out_and_greater_than_3_back,0,['10'],0,['10'],0,1,['10'],0,3,18
1581019,Albion Park,851869BC7AFC36D1E055005E00000019,N,2015-05-20 23:00:00+00:00,"2015 BOTRA Qld Young Drivers Championship Hts 3 & 4, Gold Rush T0/T3 Final, Gold Rush C2/C3 Heats",C-CLASS,AP220515,RESULTS,PLANNED,9.0,2015-05-22,QLD,True,albion park,851869C7F1D036D1E055005E00000019,False,,,,RBD,False,,False,1660.0,7.0,PACERS,3.6,3.0,1.6,1:57.9,False,KEVIN & KAY SEYMOUR GOLD RUSH C2/C3 HEAT ONE,GOLD RUSH C2/C3 HEAT 1,"NDC.  NMC.  Graduation Penalty Heats.  For horses that have not won more than $1,000 in their last 3 starts.  $12,000 Career Penalty Final to be conducted at Albion Park Friday May 29.",2:01.7,2015-05-22 10:24:00+00:00,"[{'place': '1', 'placeAmount': 1742}, {'place': '2', 'placeAmount': 520}, {'place': '3', 'placeAmount': 260}, {'place': '4', 'placeAmount': 78}, {'place': '5', 'placeAmount': 50}, {'place': '6', 'placeAmount': 50}, {'place': '7', 'placeAmount': 50}, {'place': '8', 'placeAmount': 50}, {'place': '9', 'placeAmount': 50}, {'place': '10', 'placeAmount': 50}, {'place': '11', 'placeAmount': 50}, {'place': '12', 'placeAmount': 50}]",29.4,30.1,29.3,29.3,B-CLASS,C2 To C3. ,APC22051515,5.0,Accepted,3000.0,MS,GOOD,8.0,Fr5,16.3,R G (Rodney) Dickson,851869C0714436D1E055005E00000019,851869C2B6DA36D1E055005E00000019,CAMTASTIC USA,,BAY,851869C6374036D1E055005E00000019,MISS SIRRAH (NZ),False,,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,PACER,FT,2006-10-17 00:00:00+00:00,851869C7197236D1E055005E00000019,1:59.110,2:02.863,False,weasel,J F (John) Kerr,851869BD217D36D1E055005E00000019,7,7,50.0,5.0,False,GELDING,851869C33A8B36D1E055005E00000019,MACH THREE CA,33.5,"restrained at start, restrained to rear, 1 out 3 back at bell",RAS RTR 8,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,Mr,False,100.69,100.69,1_out_3_back_at_bell|restrained_to_rear|restrained_at_start,slow_start_restrained|bell_and_800_and_one_out_and_3_back,0,['8'],0,['8'],0,1,['8'],0,4,19
1578168,Redcliffe,851869BD405536D1E055005E00000019,D,2015-05-26 23:00:00+00:00,,C-CLASS,RE280515,RESULTS,PLANNED,10.0,2015-05-28,QLD,True,redcliffe,851869C7F28736D1E055005E00000019,False,,,,PBD/$L6,False,,False,2040.0,10.0,PACERS,31.3,14.0,4.1,2:01.1,False,HYGAIN FEEDS PACE,HYGAIN FEEDS PACE,"DC.  MC.  For horses that have not won more than $1,500 in their last 3 starts.",2:33.5,2015-05-28 06:28:00+00:00,"[{'place': '1', 'placeAmount': 1810}, {'place': '2', 'placeAmount': 540}, {'place': '3', 'placeAmount': 270}, {'place': '4', 'placeAmount': 81}, {'place': '5', 'placeAmount': 50}, {'place': '6', 'placeAmount': 50}, {'place': '7', 'placeAmount': 50}, {'place': '8', 'placeAmount': 50}, {'place': '9', 'placeAmount': 50}, {'place': '10', 'placeAmount': 50}]",29.1,31.0,31.5,30.6,C-CLASS,C2 To C3. ,REC28051505,6.0,Accepted,3001.0,MS,GOOD,8.0,Fr4,58.3,R G (Rodney) Dickson,851869C0714436D1E055005E00000019,851869C2B6DA36D1E055005E00000019,CAMTASTIC USA,,BAY,851869C6374036D1E055005E00000019,MISS SIRRAH (NZ),False,,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,PACER,FT,2006-10-17 00:00:00+00:00,851869C7197236D1E055005E00000019,2:04.496,2:37.815,False,weasel,J F (John) Kerr,851869BD217D36D1E055005E00000019,10,10,50.0,4.0,False,GELDING,851869C33A8B36D1E055005E00000019,MACH THREE CA,33.3,"caused false start, out of draw in mobile starts, 1st horse 3 wide at bell, raced wide, query driver tactics",CFS ODM W1 RW QDT,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,Mr,False,40.47,40.47,out_of_draw_in_mobile_starts|caused_false_start|1st_horse_3_wide_at_bell,score_up_issue|draw_restrictions|mild_poor_performance_indicators|bell_and_800_and_3_wide_and_outside_leader,0,['1'],0,['1'],1,0,['1'],1,5,20
1574628,Redcliffe,851869BD405536D1E055005E00000019,N,2015-06-03 23:00:00+00:00,"Garrards Redcliffe Yearling Sales No.7 Final, Redcliffe Derby",C-CLASS,RE050615,RESULTS,PLANNED,10.0,2015-06-05,QLD,True,redcliffe,851869C7F28736D1E055005E00000019,False,,,,PBD/CLAIM,True,Claiming price of $2000 but not exceeding $5000.,False,1780.0,8.0,PACERS,12.0,3.6,SHFHD,2:01.0,False,HYGAIN FEEDS CLAIMING PACE,HYGAIN FEEDS CLAIMING PACE,NDC.  NMC.,2:13.9,2015-06-05 09:54:00+00:00,"[{'place': '1', 'placeAmount': 3819}, {'place': '2', 'placeAmount': 1140}, {'place': '3', 'placeAmount': 570}, {'place': '4', 'placeAmount': 171}, {'place': '5', 'placeAmount': 50}, {'place': '6', 'placeAmount': 50}, {'place': '7', 'placeAmount': 50}, {'place': '8', 'placeAmount': 50}, {'place': '9', 'placeAmount': 50}, {'place': '10', 'placeAmount': 50}]",30.1,32.7,29.4,29.7,C-CLASS,,REC05061510,4.0,Accepted,6000.0,MS,GOOD,8.0,Fr6,13.5,R G (Rodney) Dickson,851869C0714436D1E055005E00000019,851869C2B6DA36D1E055005E00000019,CAMTASTIC USA,5000.0,BAY,851869C6374036D1E055005E00000019,MISS SIRRAH (NZ),False,,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,PACER,FT,2006-10-17 00:00:00+00:00,851869C7197236D1E055005E00000019,2:01.943,2:14.878,False,weasel,J F (John) Kerr,851869BD217D36D1E055005E00000019,8,8,50.0,6.0,False,GELDING,851869C33A8B36D1E055005E00000019,MACH THREE CA,62.3,"continue odm, 1 out 4 back at bell",D/ROPS CODM 10,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,Mr,False,123.48,123.48,1_out_4_back_at_bell|continue_odm,draw_restrictions|bell_and_800_and_one_out_and_greater_than_3_back,0,['10'],0,['10'],0,1,['10'],0,6,21
1563429,Gold Coast,851869BC2F9436D1E055005E00000019,D,2015-06-30 23:00:00+00:00,,C-CLASS,FO020715,RESULTS,PLANNED,10.0,2015-07-02,QLD,True,redcliffe,851869C7F28736D1E055005E00000019,False,,,,PBD/$L6,False,,False,2040.0,10.0,PACERS,31.8,1.5,4.8,2:01.5,False,ALLAN CONROY PACE,ALLAN CONROY PACE,"NDC.  NMC.  For horses that have not won a race valued at more than $3,001 in their last 6 starts.",2:34.0,2015-07-02 04:13:00+00:00,"[{'place': '1', 'placeAmount': 1810}, {'place': '2', 'placeAmount': 540}, {'place': '3', 'placeAmount': 270}, {'place': '4', 'placeAmount': 81}, {'place': '5', 'placeAmount': 50}, {'place': '6', 'placeAmount': 50}, {'place': '7', 'placeAmount': 50}, {'place': '8', 'placeAmount': 50}, {'place': '9', 'placeAmount': 50}, {'place': '10', 'placeAmount': 50}]",31.1,31.5,29.7,29.9,C-CLASS,C1 To C2. ,REC02071508,3.0,Accepted,3001.0,MS,GOOD,8.0,Sr4,20.3,R G (Rodney) Dickson,851869C0714436D1E055005E00000019,851869C2B6DA36D1E055005E00000019,CAMTASTIC USA,,BAY,851869C6374036D1E055005E00000019,MISS SIRRAH (NZ),False,,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,PACER,FT,2006-10-17 00:00:00+00:00,851869C7197236D1E055005E00000019,2:02.711,2:35.552,False,weasel,J F (John) Kerr,851869BD217D36D1E055005E00000019,8,8,50.0,10.0,False,GELDING,851869C33A8B36D1E055005E00000019,MACH THREE CA,73.4,"1 out 4 back at bell, 3 wide late with trail, back in mobile draw",10 3WLT BMD,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,Mr,False,65.0,65.0,3_wide_late_with_trail|1_out_4_back_at_bell|3_wide_late|back_in_mobile_draw,draw_restrictions|bell_and_800_and_one_out_and_greater_than_3_back|400_neutral,0,['10'],0,['10'],0,1,['10'],0,7,22
1559734,Gold Coast,851869BC2F9436D1E055005E00000019,N,2015-07-08 23:00:00+00:00,"2yo Australasian Breeders Crown Heats, Kevin & Kay Seymour Gold Rush C3/C4 Heats",C-CLASS,VQ100715,RESULTS,PLANNED,10.0,2015-07-10,QLD,True,albion park,851869C7F1D036D1E055005E00000019,False,,,,PBD/C,False,,False,1660.0,9.0,PACERS,3.5,6.7,1.5,1:57.2,False,HORSEPOWER NUTRITION PACE,HORSEPOWER NUTRITION PACE,DC.  MC.,2:00.9,2015-07-10 08:47:00+00:00,"[{'place': '1', 'placeAmount': 3752}, {'place': '2', 'placeAmount': 1120}, {'place': '3', 'placeAmount': 560}, {'place': '4', 'placeAmount': 168}, {'place': '5', 'placeAmount': 50}, {'place': '6', 'placeAmount': 50}, {'place': '7', 'placeAmount': 50}, {'place': '8', 'placeAmount': 50}, {'place': '9', 'placeAmount': 50}, {'place': '10', 'placeAmount': 50}, {'place': '11', 'placeAmount': 50}, {'place': '12', 'placeAmount': 50}]",29.3,31.6,28.2,28.3,C-CLASS,C2 To C3. ,APC10071507,2.0,Accepted,6000.0,MS,GOOD,8.0,Fr5,30.5,R G (Rodney) Dickson,851869C0714436D1E055005E00000019,851869C2B6DA36D1E055005E00000019,CAMTASTIC USA,,BAY,851869C6374036D1E055005E00000019,MISS SIRRAH (NZ),False,,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,PACER,FT,2006-10-17 00:00:00+00:00,851869C7197236D1E055005E00000019,1:59.381,2:03.142,False,weasel,J F (John) Kerr,851869BD217D36D1E055005E00000019,7,7,50.0,6.0,False,GELDING,851869C33A8B36D1E055005E00000019,MACH THREE CA,57.1,"restrained at start, 1 out 3 back at bell",RAS 8,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,Mr,False,500.03,500.03,1_out_3_back_at_bell|restrained_at_start,slow_start_restrained|bell_and_800_and_one_out_and_3_back,0,['8'],0,['8'],0,1,['8'],0,8,23
1557643,Gold Coast,851869BC2F9436D1E055005E00000019,D,2015-07-14 23:00:00+00:00,,C-CLASS,FO160715,RESULTS,PLANNED,10.0,2015-07-16,QLD,True,redcliffe,851869C7F28736D1E055005E00000019,False,,,,PBD/$L6,False,,False,1780.0,10.0,PACERS,11.6,3.0,10.5,2:00.0,False,SOMETHING BUGGING YOU SEE STEVIE REDBACK PEST CONTROL PACE,STEVIE REDBACK PEST PACE,"NDC.  NMC.  For horses that have not won a race valued at more than $3,001 in their last 6 starts.",2:12.7,2015-07-16 05:03:00+00:00,"[{'place': '1', 'placeAmount': 1810}, {'place': '2', 'placeAmount': 540}, {'place': '3', 'placeAmount': 270}, {'place': '4', 'placeAmount': 81}, {'place': '5', 'placeAmount': 50}, {'place': '6', 'placeAmount': 50}, {'place': '7', 'placeAmount': 50}, {'place': '8', 'placeAmount': 50}, {'place': '9', 'placeAmount': 50}, {'place': '10', 'placeAmount': 50}]",30.2,30.5,29.0,31.4,C-CLASS,C1 To C2. ,REC16071513,4.0,Accepted,3001.0,MS,GOOD,8.0,Fr2,31.9,R G (Rodney) Dickson,851869C0714436D1E055005E00000019,851869C2B6DA36D1E055005E00000019,CAMTASTIC USA,,BAY,851869C6374036D1E055005E00000019,MISS SIRRAH (NZ),False,,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,PACER,FT,2006-10-17 00:00:00+00:00,851869C7197236D1E055005E00000019,2:02.165,2:15.123,False,weasel,J F (John) Kerr,851869BD217D36D1E055005E00000019,7,7,50.0,2.0,False,GELDING,851869C33A8B36D1E055005E00000019,MACH THREE CA,11.1,"severely checked, 4th fence at bell",SC 7,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,Mr,False,10.04,10.04,checked|severely_checked|4th_fence_at_bell,severely_checked__or_poor_drive|bell_and_800_fence_behind_leader,0,['7'],0,['7'],1,0,['7'],0,9,24
1551932,Gold Coast,851869BC2F9436D1E055005E00000019,D,2015-07-28 23:00:00+00:00,,C-CLASS,FO300715,RESULTS,PLANNED,9.0,2015-07-30,QLD,True,redcliffe,851869C7F28736D1E055005E00000019,False,,,,PBD/C,False,,False,2040.0,10.0,PACERS,33.4,2.4,4.3,2:02.2,False,COME PLAY THE POKIES AT REDCLIFFE PACEWAY PACE,POKIE AT REDCLIFFE PACE,DC.  MC.,2:34.9,2015-07-30 06:48:00+00:00,"[{'place': '1', 'placeAmount': 3149}, {'place': '2', 'placeAmount': 940}, {'place': '3', 'placeAmount': 470}, {'place': '4', 'placeAmount': 141}, {'place': '5', 'placeAmount': 50}, {'place': '6', 'placeAmount': 50}, {'place': '7', 'placeAmount': 50}, {'place': '8', 'placeAmount': 50}, {'place': '9', 'placeAmount': 50}, {'place': '10', 'placeAmount': 50}]",30.2,31.7,30.4,29.2,C-CLASS,C2 To C3. ,REC30071506,5.0,Accepted,5000.0,MS,GOOD,8.0,Sr2,8.4,R G (Rodney) Dickson,851869C0714436D1E055005E00000019,851869C2B6DA36D1E055005E00000019,CAMTASTIC USA,,BAY,851869C6374036D1E055005E00000019,MISS SIRRAH (NZ),False,,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,PACER,FT,2006-10-17 00:00:00+00:00,851869C7197236D1E055005E00000019,2:02.682,2:35.516,False,weasel,J F (John) Kerr,851869BD217D36D1E055005E00000019,5,5,50.0,8.0,False,GELDING,851869C33A8B36D1E055005E00000019,MACH THREE CA,50.2,"3 wide early stages, death seat at bell, Outside leader",3WE 2 OL,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,Mr,False,220.0,220.0,3_wide_early|3_wide_early_stages|outside_leader|death_seat_at_bell,greater_than_2_wide_early|bell_and_800_and_outside_leader,0,['2'],0,['2'],0,1,['2'],1,10,25
1549219,Redcliffe,851869BD405536D1E055005E00000019,N,2015-08-03 23:00:00+00:00,,C-CLASS,RE050815,RESULTS,PLANNED,8.0,2015-08-05,QLD,True,redcliffe,851869C7F28736D1E055005E00000019,False,,,,PBD/C,False,,False,1780.0,9.0,PACERS,11.8,2.2,1.5,2:01.9,False,GARRARDS ON TRACK HERE AT REDCLIFFE PACE,GARRARDS PACE,DC.  MC.,2:14.8,2015-08-05 07:52:00+00:00,"[{'place': '1', 'placeAmount': 1810}, {'place': '2', 'placeAmount': 540}, {'place': '3', 'placeAmount': 270}, {'place': '4', 'placeAmount': 81}, {'place': '5', 'placeAmount': 50}, {'place': '6', 'placeAmount': 50}, {'place': '7', 'placeAmount': 50}, {'place': '8', 'placeAmount': 50}, {'place': '9', 'placeAmount': 50}, {'place': 'b', 'placeAmount': 50}]",28.6,32.6,30.4,31.4,C-CLASS,C2 To C3. ,REC05081505,2.0,Accepted,3001.0,MS,GOOD,8.0,Fr1,3.7,R G (Rodney) Dickson,851869C0714436D1E055005E00000019,851869C2B6DA36D1E055005E00000019,CAMTASTIC USA,,BAY,851869C6374036D1E055005E00000019,MISS SIRRAH (NZ),False,,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,PACER,FT,2006-10-17 00:00:00+00:00,851869C7197236D1E055005E00000019,2:02.151,2:15.108,False,weasel,J F (John) Kerr,851869BD217D36D1E055005E00000019,3,3,270.0,2.0,False,GELDING,851869C33A8B36D1E055005E00000019,MACH THREE CA,8.3,"pre-race blood sample, 1 out 1 back at bell, dropped bell boot",PRB 4 DBB,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,Mr,False,8.8,8.8,1_out_1_back_at_bell|pre-race_blood_sample,gear_disadvantage|bell_and_800_and_one_out_and_1_back,1,['4'],0,['4'],1,0,['4'],1,11,26
